product_id,category,price_band,product_return_rate,variant_size_mismatch_rate,top_return_reason,top_return_reason_enc,review_fit_sentiment,customer_total_returns,customer_lifetime_orders,customer_category_return_rate,will_return
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.0577,26,79,0.4848,0
p013,apparel,mid,0.19,0.0,wrong_size,1,-0.3208,25,74,0.2953,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.4164,17,22,1.0,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.1669,3,102,0.0308,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.2152,30,127,0.2673,1
p020,apparel,mid,0.24,0.0,wrong_size,1,-0.579,23,90,0.347,0
p009,home,budget,0.15,0.0,not_as_described,2,0.4364,11,15,0.9407,1
p016,sports,budget,0.06,0.0,not_as_described,2,0.1169,11,51,0.2465,0
p012,electronics,mid,0.1,1.0,defective,0,-0.2643,23,113,0.2549,0
p008,electronics,budget,0.13,0.0,defective,0,0.4871,20,34,0.8689,1
p020,apparel,mid,0.24,0.0,wrong_size,1,-0.5681,5,48,0.1417,0
p004,apparel,mid,0.28,1.0,wrong_size,1,-0.1859,20,105,0.2347,1
p011,accessories,mid,0.09,0.0,not_as_described,2,0.3019,12,13,1.0,0
p014,electronics,premium,0.05,0.0,defective,0,0.066,3,72,0.0411,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.014,16,98,0.1818,0
p017,home_appliances,premium,0.04,0.0,defective,0,-0.062,19,42,0.73,0
p018,electronics,budget,0.05,0.0,defective,0,-0.1536,4,45,0.0816,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.1514,13,90,0.1355,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.0483,17,39,0.5622,0
p008,electronics,budget,0.13,0.0,defective,0,0.0072,30,32,1.0,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.0551,13,101,0.1663,0
p011,accessories,mid,0.09,1.0,not_as_described,2,-0.1201,25,123,0.2074,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.1086,18,114,0.2483,0
p010,home_appliances,budget,0.1,0.0,defective,0,0.1371,17,114,0.1255,0
p018,electronics,budget,0.05,0.0,defective,0,0.4995,26,110,0.3667,0
p003,home_appliances,mid,0.11,0.0,defective,0,0.3486,14,30,0.7353,0
p017,home_appliances,premium,0.04,0.0,defective,0,-0.1344,5,84,0.0559,0
p010,home_appliances,budget,0.1,0.0,defective,0,-0.0659,19,88,0.2091,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.494,4,101,0.0628,0
p004,apparel,mid,0.28,0.0,wrong_size,1,-0.0385,7,26,0.4069,0
p009,home,budget,0.15,0.0,not_as_described,2,0.0616,18,99,0.1943,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.4019,12,78,0.2384,0
p019,home,premium,0.08,0.0,not_as_described,2,-0.2255,18,19,1.0,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.4745,27,36,1.0,0
p019,home,premium,0.08,0.0,not_as_described,2,0.1529,10,47,0.2421,0
p003,home_appliances,mid,0.11,0.0,defective,0,-0.287,1,14,0.1019,0
p013,apparel,mid,0.19,1.0,wrong_size,1,0.1957,14,15,1.0,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.2341,5,41,0.1089,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.3042,1,52,0.0274,0
p018,electronics,budget,0.05,1.0,defective,0,0.1749,3,4,0.7601,0
p009,home,budget,0.15,0.0,not_as_described,2,0.3883,0,90,0.0,0
p009,home,budget,0.15,0.0,not_as_described,2,-0.2174,7,57,0.1092,0
p006,home_appliances,mid,0.09,0.0,defective,0,0.2133,12,112,0.1729,0
p014,electronics,premium,0.05,0.0,defective,0,-0.019,18,20,1.0,1
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.1262,29,82,0.5008,0
p002,apparel,mid,0.22,0.0,wrong_size,1,-0.4855,18,112,0.1903,1
p003,home_appliances,mid,0.11,0.0,defective,0,-0.0721,7,78,0.1257,0
p018,electronics,budget,0.05,0.0,defective,0,-0.1491,28,67,0.4202,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.0997,25,56,0.5781,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.1547,11,52,0.1972,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.2866,24,85,0.4954,1
p006,home_appliances,mid,0.09,0.0,defective,0,-0.0708,1,9,0.1943,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.1301,13,103,0.1517,0
p008,electronics,budget,0.13,0.0,defective,0,-0.1757,2,68,0.0506,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.1091,9,99,0.1125,0
p009,home,budget,0.15,0.0,not_as_described,2,0.2934,14,93,0.2121,0
p001,electronics,premium,0.08,0.0,defective,0,0.4624,22,40,0.8258,0
p016,sports,budget,0.06,0.0,not_as_described,2,-0.085,5,53,0.0874,0
p016,sports,budget,0.06,1.0,not_as_described,2,0.2699,10,65,0.1649,0
p012,electronics,mid,0.1,0.0,defective,0,0.1535,14,80,0.203,0
p003,home_appliances,mid,0.11,0.0,defective,0,0.2926,28,102,0.4047,1
p016,sports,budget,0.06,0.0,not_as_described,2,-0.1799,7,13,0.6848,0
p016,sports,budget,0.06,0.0,not_as_described,2,-0.0426,17,109,0.2403,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.2387,8,18,0.6096,1
p020,apparel,mid,0.24,1.0,wrong_size,1,-0.5177,1,53,0.0164,0
p003,home_appliances,mid,0.11,0.0,defective,0,0.151,17,76,0.1807,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.3181,14,62,0.3143,0
p011,accessories,mid,0.09,1.0,not_as_described,2,0.1332,4,5,1.0,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.3792,30,73,0.3294,0
p005,electronics,premium,0.06,0.0,not_as_described,2,0.478,16,47,0.4153,1
p003,home_appliances,mid,0.11,0.0,defective,0,0.2607,1,31,0.0548,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.0155,18,31,0.758,0
p012,electronics,mid,0.1,0.0,defective,0,-0.048,21,38,0.573,0
p015,beauty,budget,0.04,1.0,not_as_described,2,-0.1378,10,68,0.1576,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.0252,4,18,0.2143,0
p016,sports,budget,0.06,0.0,not_as_described,2,-0.2277,14,54,0.3275,0
p003,home_appliances,mid,0.11,0.0,defective,0,0.4747,6,48,0.1185,0
p018,electronics,budget,0.05,0.0,defective,0,0.4617,9,43,0.3391,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.2028,3,63,0.0429,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.2042,4,30,0.2165,0
p011,accessories,mid,0.09,1.0,not_as_described,2,0.422,29,39,0.6111,0
p002,apparel,mid,0.22,0.0,wrong_size,1,-0.7494,28,71,0.3638,0
p019,home,premium,0.08,0.0,not_as_described,2,-0.0168,15,19,0.9337,0
p010,home_appliances,budget,0.1,0.0,defective,0,-0.1034,14,34,0.3437,0
p019,home,premium,0.08,0.0,not_as_described,2,-0.1404,1,13,0.0831,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.3255,20,90,0.3544,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.1561,11,84,0.1706,0
p002,apparel,mid,0.22,0.0,wrong_size,1,-0.3283,28,128,0.2365,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.127,5,18,0.2911,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.0107,24,53,0.623,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.2581,5,36,0.1934,0
p018,electronics,budget,0.05,0.0,defective,0,0.1505,22,68,0.5654,0
p016,sports,budget,0.06,1.0,not_as_described,2,-0.2551,17,57,0.291,0
p014,electronics,premium,0.05,0.0,defective,0,0.3452,15,16,1.0,0
p007,apparel,mid,0.07,0.0,not_as_described,2,-0.6583,1,4,0.2369,1
p011,accessories,mid,0.09,0.0,not_as_described,2,0.0165,30,40,0.8802,1
p010,home_appliances,budget,0.1,0.0,defective,0,0.2114,4,25,0.2452,0
p006,home_appliances,mid,0.09,0.0,defective,0,0.3296,22,94,0.3496,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.1578,12,52,0.354,1
p015,beauty,budget,0.04,1.0,not_as_described,2,0.1819,27,126,0.3783,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.0351,20,93,0.1944,1
p010,home_appliances,budget,0.1,1.0,defective,0,0.2672,5,87,0.0969,0
p017,home_appliances,premium,0.04,0.0,defective,0,-0.0196,0,34,0.0,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.1669,1,51,0.0243,0
p019,home,premium,0.08,0.0,not_as_described,2,0.3912,17,66,0.2322,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.0641,5,63,0.0693,0
p001,electronics,premium,0.08,0.0,defective,0,-0.24,10,32,0.5275,0
p008,electronics,budget,0.13,0.0,defective,0,0.0451,19,98,0.3283,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.148,5,12,0.3755,0
p015,beauty,budget,0.04,1.0,not_as_described,2,0.0143,21,58,0.3973,0
p009,home,budget,0.15,1.0,not_as_described,2,0.3591,1,48,0.0167,0
p009,home,budget,0.15,0.0,not_as_described,2,0.4816,3,7,0.4316,0
p008,electronics,budget,0.13,0.0,defective,0,-0.088,25,76,0.4181,0
p009,home,budget,0.15,0.0,not_as_described,2,-0.0894,11,60,0.2144,0
p007,apparel,mid,0.07,0.0,not_as_described,2,-0.7033,18,26,0.6585,0
p016,sports,budget,0.06,1.0,not_as_described,2,0.0097,24,100,0.2466,0
p011,accessories,mid,0.09,1.0,not_as_described,2,0.4222,18,49,0.4688,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.1663,3,100,0.0375,0
p004,apparel,mid,0.28,0.0,wrong_size,1,-0.5981,1,56,0.0157,0
p020,apparel,mid,0.24,0.0,wrong_size,1,-0.733,8,49,0.2793,0
p019,home,premium,0.08,0.0,not_as_described,2,-0.2901,27,63,0.5656,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.1661,3,57,0.05,0
p001,electronics,premium,0.08,0.0,defective,0,0.1285,18,118,0.1374,0
p019,home,premium,0.08,0.0,not_as_described,2,-0.27,12,96,0.1607,0
p020,apparel,mid,0.24,1.0,wrong_size,1,0.0896,19,107,0.2652,1
p002,apparel,mid,0.22,0.0,wrong_size,1,-0.7798,23,84,0.4712,0
p010,home_appliances,budget,0.1,0.0,defective,0,0.478,8,71,0.1868,0
p017,home_appliances,premium,0.04,0.0,defective,0,0.2164,24,66,0.3889,0
p013,apparel,mid,0.19,0.0,wrong_size,1,0.021,23,86,0.4171,0
p002,apparel,mid,0.22,1.0,wrong_size,1,0.0513,9,100,0.1176,0
p005,electronics,premium,0.06,0.0,not_as_described,2,0.0652,6,32,0.3069,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.2083,8,56,0.2319,0
p005,electronics,premium,0.06,0.0,not_as_described,2,0.3964,11,74,0.2072,0
p010,home_appliances,budget,0.1,0.0,defective,0,-0.0719,5,39,0.1986,0
p020,apparel,mid,0.24,0.0,wrong_size,1,-0.1223,24,52,0.7648,1
p009,home,budget,0.15,0.0,not_as_described,2,0.0793,27,127,0.3757,1
p020,apparel,mid,0.24,0.0,wrong_size,1,0.143,25,27,0.9479,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.1254,13,62,0.3463,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.4732,18,32,0.4541,0
p011,accessories,mid,0.09,1.0,not_as_described,2,0.4907,9,97,0.0843,0
p016,sports,budget,0.06,0.0,not_as_described,2,-0.061,8,92,0.1314,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.18,28,36,1.0,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.0925,23,27,1.0,0
p009,home,budget,0.15,0.0,not_as_described,2,-0.0255,18,109,0.2964,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.164,29,115,0.2921,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.2801,9,22,0.5199,0
p007,apparel,mid,0.07,1.0,not_as_described,2,0.0714,20,32,0.6389,1
p010,home_appliances,budget,0.1,0.0,defective,0,0.0764,8,83,0.1055,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.0053,15,40,0.4877,0
p005,electronics,premium,0.06,0.0,not_as_described,2,0.4143,4,30,0.1524,0
p007,apparel,mid,0.07,1.0,not_as_described,2,-0.4674,27,119,0.2224,0
p003,home_appliances,mid,0.11,0.0,defective,0,-0.1651,0,58,0.0,0
p009,home,budget,0.15,0.0,not_as_described,2,0.0432,4,83,0.0595,0
p001,electronics,premium,0.08,0.0,defective,0,0.4136,17,43,0.6051,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.119,0,87,0.0,0
p006,home_appliances,mid,0.09,0.0,defective,0,-0.2478,3,53,0.0738,1
p017,home_appliances,premium,0.04,0.0,defective,0,0.4104,23,90,0.3569,0
p017,home_appliances,premium,0.04,0.0,defective,0,0.4346,11,108,0.1007,0
p004,apparel,mid,0.28,1.0,wrong_size,1,-0.2954,23,40,0.5814,1
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.2611,12,94,0.1348,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.0555,20,23,0.7376,1
p017,home_appliances,premium,0.04,0.0,defective,0,-0.2926,22,42,0.5267,0
p018,electronics,budget,0.05,0.0,defective,0,0.0351,16,51,0.4464,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.1872,9,24,0.5943,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.1385,11,102,0.1305,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.4255,10,41,0.1958,0
p015,beauty,budget,0.04,1.0,not_as_described,2,0.2789,4,16,0.3949,0
p015,beauty,budget,0.04,1.0,not_as_described,2,0.3505,14,52,0.2865,0
p016,sports,budget,0.06,0.0,not_as_described,2,-0.224,11,98,0.1249,0
p001,electronics,premium,0.08,0.0,defective,0,-0.014,27,45,0.878,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.1537,28,122,0.2049,0
p019,home,premium,0.08,0.0,not_as_described,2,0.0374,26,76,0.5097,0
p002,apparel,mid,0.22,0.0,wrong_size,1,0.0443,4,94,0.065,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.0038,25,98,0.3771,0
p018,electronics,budget,0.05,0.0,defective,0,0.4363,28,122,0.407,1
p019,home,premium,0.08,0.0,not_as_described,2,0.2637,1,10,0.1062,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.2506,30,116,0.4327,0
p009,home,budget,0.15,0.0,not_as_described,2,-0.1811,15,60,0.3659,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.0754,0,83,0.0,0
p002,apparel,mid,0.22,1.0,wrong_size,1,-0.5218,24,87,0.3091,1
p011,accessories,mid,0.09,0.0,not_as_described,2,0.1584,12,43,0.2453,1
p019,home,premium,0.08,0.0,not_as_described,2,-0.2858,10,26,0.6849,0
p014,electronics,premium,0.05,0.0,defective,0,0.4705,17,18,1.0,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.3602,20,106,0.237,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.2733,10,82,0.1911,0
p009,home,budget,0.15,1.0,not_as_described,2,-0.0159,3,101,0.0433,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.4175,17,84,0.2376,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.4442,3,36,0.1176,0
p009,home,budget,0.15,0.0,not_as_described,2,0.4413,22,66,0.3026,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.1034,24,82,0.368,0
p014,electronics,premium,0.05,0.0,defective,0,0.1681,23,30,1.0,0
p016,sports,budget,0.06,0.0,not_as_described,2,-0.2172,22,97,0.2208,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.254,16,66,0.2954,0
p019,home,premium,0.08,0.0,not_as_described,2,0.182,9,67,0.2156,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.2895,26,116,0.3021,0
p004,apparel,mid,0.28,0.0,wrong_size,1,0.1212,6,86,0.1057,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.2077,16,86,0.278,0
p019,home,premium,0.08,0.0,not_as_described,2,0.402,21,117,0.304,0
p014,electronics,premium,0.05,1.0,defective,0,-0.2547,3,7,0.5061,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.2525,9,97,0.0975,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.2916,11,69,0.1439,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.0699,7,73,0.1519,0
p019,home,premium,0.08,0.0,not_as_described,2,-0.2896,13,101,0.1432,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.2181,26,55,0.8091,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.1581,24,117,0.3619,0
p004,apparel,mid,0.28,1.0,wrong_size,1,-0.5209,23,89,0.2376,1
p020,apparel,mid,0.24,1.0,wrong_size,1,0.1375,27,60,0.3625,1
p003,home_appliances,mid,0.11,0.0,defective,0,0.0924,24,105,0.3236,0
p003,home_appliances,mid,0.11,0.0,defective,0,-0.1529,25,116,0.2409,1
p011,accessories,mid,0.09,1.0,not_as_described,2,-0.123,13,83,0.2094,0
p010,home_appliances,budget,0.1,0.0,defective,0,0.1244,11,49,0.2286,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.2138,3,89,0.0386,0
p002,apparel,mid,0.22,0.0,wrong_size,1,-0.6866,21,63,0.3938,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.3423,0,67,0.0,0
p008,electronics,budget,0.13,0.0,defective,0,0.4586,28,112,0.2481,0
p016,sports,budget,0.06,0.0,not_as_described,2,-0.1295,20,29,0.6971,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.2931,6,75,0.1303,0
p016,sports,budget,0.06,0.0,not_as_described,2,-0.0346,23,111,0.1976,0
p005,electronics,premium,0.06,0.0,not_as_described,2,-0.1179,25,58,0.5854,0
p019,home,premium,0.08,1.0,not_as_described,2,0.2386,20,72,0.3425,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.2419,24,120,0.2771,0
p008,electronics,budget,0.13,1.0,defective,0,0.3122,25,113,0.2437,0
p009,home,budget,0.15,0.0,not_as_described,2,0.0128,15,36,0.5556,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.4313,30,112,0.2529,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.2014,30,32,1.0,1
p011,accessories,mid,0.09,0.0,not_as_described,2,0.2986,17,88,0.3375,0
p006,home_appliances,mid,0.09,0.0,defective,0,-0.1528,13,96,0.2236,0
p006,home_appliances,mid,0.09,0.0,defective,0,-0.2565,3,27,0.1634,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.0994,20,91,0.1919,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.1124,30,73,0.4755,0
p005,electronics,premium,0.06,0.0,not_as_described,2,-0.0555,10,73,0.1713,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.0494,25,66,0.6662,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.4023,8,55,0.1359,0
p010,home_appliances,budget,0.1,0.0,defective,0,-0.2344,15,86,0.1585,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.2013,28,97,0.2876,0
p014,electronics,premium,0.05,0.0,defective,0,0.3154,20,24,1.0,1
p014,electronics,premium,0.05,0.0,defective,0,0.2231,8,78,0.1737,0
p009,home,budget,0.15,0.0,not_as_described,2,-0.1929,28,127,0.3064,0
p012,electronics,mid,0.1,0.0,defective,0,0.4712,11,76,0.1173,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.1531,24,90,0.2508,0
p016,sports,budget,0.06,0.0,not_as_described,2,-0.1249,23,117,0.2523,0
p008,electronics,budget,0.13,0.0,defective,0,0.4262,11,41,0.2261,0
p019,home,premium,0.08,0.0,not_as_described,2,-0.2174,28,34,0.6917,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.1609,26,121,0.2285,0
p003,home_appliances,mid,0.11,0.0,defective,0,0.1131,16,49,0.3841,0
p016,sports,budget,0.06,1.0,not_as_described,2,0.4056,15,77,0.3287,0
p002,apparel,mid,0.22,1.0,wrong_size,1,-0.6426,16,99,0.1747,0
p016,sports,budget,0.06,0.0,not_as_described,2,-0.2093,21,51,0.5001,0
p009,home,budget,0.15,0.0,not_as_described,2,-0.1051,18,39,0.668,1
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.1825,4,85,0.0618,0
p020,apparel,mid,0.24,1.0,wrong_size,1,-0.7814,30,82,0.512,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.0771,30,41,0.7438,0
p013,apparel,mid,0.19,0.0,wrong_size,1,-0.6181,19,38,0.7973,0
p006,home_appliances,mid,0.09,0.0,defective,0,0.1725,23,111,0.2368,0
p009,home,budget,0.15,0.0,not_as_described,2,0.1035,3,6,0.5012,0
p020,apparel,mid,0.24,0.0,wrong_size,1,-0.761,3,26,0.1472,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.1314,2,64,0.0456,1
p016,sports,budget,0.06,1.0,not_as_described,2,0.1239,16,70,0.2675,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.2931,25,124,0.2382,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.4281,13,31,0.4422,1
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.2943,8,33,0.1953,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.0271,12,96,0.1257,0
p019,home,premium,0.08,0.0,not_as_described,2,-0.0796,8,77,0.1271,0
p016,sports,budget,0.06,0.0,not_as_described,2,-0.0038,13,84,0.2451,0
p010,home_appliances,budget,0.1,0.0,defective,0,-0.1895,18,63,0.4498,0
p018,electronics,budget,0.05,0.0,defective,0,-0.2198,7,65,0.1705,0
p016,sports,budget,0.06,0.0,not_as_described,2,-0.2584,25,96,0.3682,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.1802,25,37,1.0,1
p006,home_appliances,mid,0.09,0.0,defective,0,0.4445,11,22,0.7045,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.1598,22,99,0.1905,0
p005,electronics,premium,0.06,0.0,not_as_described,2,-0.1442,27,112,0.4172,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.224,19,41,0.6831,0
p008,electronics,budget,0.13,0.0,defective,0,0.1689,24,76,0.3641,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.1473,29,41,0.9546,0
p010,home_appliances,budget,0.1,0.0,defective,0,0.0232,7,85,0.1452,1
p013,apparel,mid,0.19,1.0,wrong_size,1,-0.46,16,30,0.7246,1
p011,accessories,mid,0.09,0.0,not_as_described,2,0.2554,28,97,0.4657,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.0671,24,56,0.6675,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.3309,15,30,0.5289,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.1285,25,66,0.4593,0
p006,home_appliances,mid,0.09,0.0,defective,0,-0.0264,9,21,0.5138,0
p013,apparel,mid,0.19,1.0,wrong_size,1,-0.6172,10,56,0.1819,0
p013,apparel,mid,0.19,1.0,wrong_size,1,-0.5346,23,49,0.4858,1
p016,sports,budget,0.06,0.0,not_as_described,2,-0.2041,26,106,0.2836,1
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.2662,19,20,1.0,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.4875,15,89,0.2813,0
p017,home_appliances,premium,0.04,1.0,defective,0,0.3394,7,104,0.0927,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.1602,16,61,0.3131,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.0035,10,99,0.0817,0
p010,home_appliances,budget,0.1,0.0,defective,0,0.4668,5,76,0.0699,0
p013,apparel,mid,0.19,0.0,wrong_size,1,-0.4349,13,40,0.3962,0
p009,home,budget,0.15,0.0,not_as_described,2,0.3514,18,35,0.9151,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.34,17,73,0.3857,0
p009,home,budget,0.15,0.0,not_as_described,2,0.3795,5,59,0.1101,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.1543,25,88,0.3125,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.2039,1,29,0.0556,0
p010,home_appliances,budget,0.1,0.0,defective,0,-0.0938,11,58,0.258,1
p008,electronics,budget,0.13,0.0,defective,0,0.1607,27,114,0.4176,0
p007,apparel,mid,0.07,1.0,not_as_described,2,-0.0635,11,53,0.3058,0
p019,home,premium,0.08,0.0,not_as_described,2,0.2125,14,95,0.2589,0
p019,home,premium,0.08,0.0,not_as_described,2,-0.0492,27,37,0.6415,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.3248,19,102,0.2227,0
p015,beauty,budget,0.04,1.0,not_as_described,2,0.2822,13,35,0.3654,0
p015,beauty,budget,0.04,1.0,not_as_described,2,0.4494,6,28,0.2565,0
p001,electronics,premium,0.08,0.0,defective,0,-0.2169,24,75,0.4237,0
p018,electronics,budget,0.05,0.0,defective,0,-0.0727,29,79,0.4072,0
p020,apparel,mid,0.24,0.0,wrong_size,1,0.0604,26,48,0.4488,0
p019,home,premium,0.08,0.0,not_as_described,2,-0.1919,27,97,0.4829,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.4018,18,95,0.2381,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.2284,29,74,0.5023,0
p019,home,premium,0.08,0.0,not_as_described,2,0.3066,4,43,0.0754,0
p017,home_appliances,premium,0.04,0.0,defective,0,0.3044,17,19,1.0,1
p016,sports,budget,0.06,0.0,not_as_described,2,0.1386,25,63,0.5544,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.0118,12,44,0.2627,0
p003,home_appliances,mid,0.11,0.0,defective,0,0.428,13,94,0.1438,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.0303,9,93,0.1493,0
p004,apparel,mid,0.28,0.0,wrong_size,1,-0.5279,9,24,0.5388,0
p007,apparel,mid,0.07,1.0,not_as_described,2,-0.6141,0,20,0.0,1
p006,home_appliances,mid,0.09,0.0,defective,0,-0.1795,22,79,0.4253,0
p017,home_appliances,premium,0.04,0.0,defective,0,0.3331,9,73,0.2217,0
p016,sports,budget,0.06,1.0,not_as_described,2,0.0761,1,36,0.0438,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.3145,26,75,0.5645,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.2883,7,102,0.1232,0
p015,beauty,budget,0.04,0.0,not_as_described,2,-0.0415,15,65,0.3419,0
p018,electronics,budget,0.05,0.0,defective,0,0.2108,29,100,0.3831,0
p018,electronics,budget,0.05,0.0,defective,0,-0.2879,6,21,0.296,0
p011,accessories,mid,0.09,1.0,not_as_described,2,0.3268,12,44,0.2206,0
p011,accessories,mid,0.09,0.0,not_as_described,2,-0.2269,11,110,0.0889,0
p016,sports,budget,0.06,0.0,not_as_described,2,0.3332,1,47,0.0307,0
p007,apparel,mid,0.07,0.0,not_as_described,2,-0.3613,17,100,0.2646,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.0882,11,104,0.0989,0
p017,home_appliances,premium,0.04,0.0,defective,0,0.2859,6,79,0.0749,0
p016,sports,budget,0.06,0.0,not_as_described,2,-0.0893,2,70,0.0273,0
p018,electronics,budget,0.05,0.0,defective,0,0.1958,16,65,0.3775,0
p011,accessories,mid,0.09,0.0,not_as_described,2,0.3552,10,103,0.0838,0
p015,beauty,budget,0.04,0.0,not_as_described,2,0.0278,24,95,0.241,0
